content,content_stem,target
"I have to admit, the reason I gave this place 4 stars instead of 3 is a) I want it to stay in business (which can be hard on Mill these days!) and b) It's one of the few places on Mill where you can bring your child without feeling like you may get heckled. ;) lol Now, I definately enjoy a night out without the babes too, but this is a place I go for happy hour with my husband and daughter. The beer/wine is good, the food is good (I like the southwestern egg roll apps), the price is good, the service is good, and the atmosphere is nice (thought I was going to say good, huh?). We love to sit on the patio and people watch.",admit reason gave place star instead want stay busi hard mill day b place mill bring child without feel like may get heckl lol defin enjoy night without babe place go happi hour husband daughter beer wine good food good like southwestern egg roll app price good servic good atmospher nice thought go say good huh love sit patio peopl watch,0
"ordered the steak sandwich (medium rare).  Came out cooked medium.  Still very delicious.  French fries were not good, way too salty.  Server seemed as though he did not want to be there, with a grouchy attitude.",order steak sandwich medium rare came cook medium still delici french fri good way salti server seem though want grouchi attitud,1
"I heart Sky Harbor Airport Parking...

Of course, it's always nice to find a ride to or from the airport but when you're all out of favors and you have only yourself to rely on, it comes down to driving yourself or getting a taxi.  Sky Harbor Parking to the rescue.  

For $8 a day or cheaper if you print the coupons from their website, the folks at Sky Harbor Parking make it easy to drop your car and get to your gate in no time... and I've used them a handful of times solo and with the BF so I know it's door-to-door consistent service.  

If you are interested in covered parking, call ahead, but otherwise, just drive over to Washington and 40th and they will take care of you from there.  Also, I recommend calling from the airport once you have your bags and they are always good about picking you up within minutes to take you back to your car.

I hope you'll find Sky Harbor Airport Parking as useful and convenient as I do... safe travels!",heart sky harbor airport park cours alway nice find ride airport favor reli come drive get taxi sky harbor park rescu day cheaper print coupon websit folk sky harbor park make easi drop car get gate use hand time solo bf know door door consist servic interest cover park call ahead otherwis drive washington th take care also recommend call airport bag alway good pick within minut take back car hope find sky harbor airport park use conveni safe travel,0
"App have been buggy for past few days. Message kept appearing ""Something went wrong"" and app automatically close. Cant even use the app.",buggi past day messag kept appear someth went wrong automat close cant even,1
I'm very disappointed with shoppee. So far I hv not recd any refund that is suppose to be paid due to cancelation.,disappoint far hv recd refund suppos paid due cancel,1
"This app has become so laggy over the few months that it's affecting user experience. At times, it would take 10-30 seconds for the page to be responsive. Can your team do something about it?",becom laggi month affect user experi time would take second page respons team someth,0
"A very nice pizza.  I haven't made up my mind which is more authentic, NYPD or Ray's.  Both, have the thin NY style crust, but NYPD makes me feel like I'm waiting for an E train to Queens; whereas Ray's feels more upper east side-ish.",nice pizza made mind authent nypd ray thin ny style crust nypd make feel like wait e train queen wherea ray feel upper east side ish,0
"Good app for buying anything. But, shipping cost is too much more than buying cost😠😠😠😠plzzz, consider about that matter. 🙄🙄🙄",good buy anyth ship cost much buy cost plzzz consid matter,1
"I can't login my own account since yesterday. I've tried to login using email, username, phone no, and sms but failed! I also have changed password twice and I unistalled and reinstalled but not help. The apps always says ""multiple users login detected"". Customer service gave standart answers not helping at all. I got an order on my store so I need to login. I also have money on my shopee wallet. Please help me ASAP.",login account sinc yesterday tri login use email usernam phone sm fail also chang password twice unistal reinstal help app alway say multipl user login detect custom servic gave standart answer help got order store need login also money wallet pleas help asap,1
There's really nothing bad I can say about this headset.,realli noth say headset,1
"Terribly slow, unresponsive and unprofessional agents. Basic questions have taken almost 1 hour and the agents didn't resolve anything! They will end chat or lose connection and the customers have to queue again. The queue is always super long with over 20 people before you!",terribl slow unrespons unprofession agent basic question taken almost hour agent resolv anyth end chat lose connect custom queue queue alway super long peopl,1
"I love this place, that is, the selection and randomness of the food. However, the prices I'm not so keen on.

My sugar snap peas were the same as Safeway and were fresh, so I'm sold on that.

It's also the only place I can find my Kettle brand chips in the flavor I crave, so I'm sold on that too.

Now if only the prices could reach my income level, that'd be stellar.",love place select random food howev price keen sugar snap pea safeway fresh sold also place find kettl brand chip flavor crave sold price could reach incom level stellar,0
Loves the fast replies and shipments. 9 out of 10 due to the sellers items aren't as described but app are trusted!! I would recommend shopee as best of all online shopping apps! Also refunding are fast and easy in process. Shopee had done it again with awesome customer services and build trust with me including my families!,love fast repli shipment due describ trust would recommend best onlin shop app also refund fast easi process done awesom custom servic build trust includ famili,0
"Great location, great food, and nice ambiance.  The menu isn't huge, but this is a nice French cafe type setting if that's what you're into.",great locat great food nice ambianc menu huge nice french cafe type set,0
"My previous kindle was a DX, this is my second kindle in years. Love the form factor and all but I do miss the physical buttons for page turning. There is a glitch in the software though. I use the English interface but occasionally I would like to translate words into traditional Chinese. However, it seems that the traditional Chinese characters cannot display correctly and become small boxes. The simplified Chinese characters can be displayed correctly though.",previou kindl dx second kindl year love form factor miss physic button page turn glitch softwar though english interfac occasion would like translat word tradit chines howev seem tradit chines charact cannot display correctli becom small box simplifi chines charact display correctli though,0
"everything was fine if the item is delivered. if there is dispute, you have to wait for their dispute team decision even if all the info is there. will be my last shopping with them. online shopping should be fun and convenient. there are so many alternatives. why waste ur time ?",everyth fine deliv disput wait disput team decis even info last shop onlin shop fun conveni mani altern wast ur,1
You are doing good Job. Keep up the good work and aspire to be best.,good job keep good work aspir best,0
"ok, let me be straight with you. i hate paying full price for anything. yes, i'm one of those people. i love a coupon. i love a discount. and i absolutely love a bargain! but i don't like to feel dirty when i leave a store. i felt really, really dirty when i left this store. ewwwwww. this is a yucky ross. dirty, dirty, dirty! the floors and clothing racks were filthy. i couldn't have bought something even if i wanted to because the store was so gross - i got black ""stuff"" on my hand after touching a clothing rack. the floor was so discolored i'm not sure what the original color was. parts of the store's floor were sticky. many of the clothes had indistinguishable marks on them, presumably from the dirty hangars and racks they are stored on. selection was meager, there wasn't a single shoe, bag, wallet, sock or home decor item that caught my eye. the trip was a waste of an hour that i'll never get back. never, ever again.",ok let straight hate pay full price anyth ye peopl love coupon love discount absolut love bargain like feel dirti leav store felt realli realli dirti left store ewwwwww yucki ross dirti dirti dirti floor cloth rack filthi bought someth even want store gross got black stuff hand touch cloth rack floor discolor sure origin color part store floor sticki mani cloth indistinguish mark presum dirti hangar rack store select meager singl shoe bag wallet sock home decor caught eye trip wast hour never get back never ever,1
"Not the Best price for a list of items that I want to buy, even after the 10% rebate also cannot match. But now seems like better and even some items come with free delivery.",best price list want buy even rebat also cannot match seem like better even come free deliveri,0
I have been use this app long time suddenly in my app all disappeared. Error popping up,long suddenli disappear error pop,1
"Delicious, cheap (for how much you actually get), and oh yeah, delicious.

I LOVE this place. I easily take home enough food for 3 meals. Great variety and nice people.",delici cheap much actual get oh yeah delici love place easili take home enough food meal great varieti nice peopl,0
"The last three times I have been here, the hostesses have been so incredibly rude I have to update and ding them a star. The last time was the last straw and we just left turned around and left.
Yes, you work at a popular property. That does not entitle you to be rude and nasty. It's weird as it seems to limited just to the front of the house. The waitstaff is usually great, food is great, and cocktails are top notch.
Whoever is running this place, its time for a sit down with your girls in the front.",last three time hostess incred rude updat ding star last last straw left turn around left ye work popular properti entitl rude nasti weird seem limit front hous waitstaff usual great food great cocktail top notch whoever run place sit girl front,0
"Today the app keeps logging me out and removing things from my cart, as well as stopping middle of the games to log out so my points are all wasted. This is so annoying. I never had this problem before.",today keep log remov thing cart well stop middl game log point wast annoy never problem,1
Difficult to reach the customer service. Nobody help to solve the orders' problems.Simply let the chatbot to repeat the useless messages.,difficult reach custom servic nobodi help solv order problem simpli let chatbot repeat useless messag,1
"We went here on a Saturday afternoon and this place was incredibly empty.  They had brunch specials going on, including $2 bloody mary's and mimosas, but we were more in the mood for lunch.  Except for the bloody mary, I had to try one.  It came out in a high-ball-sized glass.  Boo!  But it was really tasty. Yay!  The hubby remembered a sign outside the restaurant a few weeks back that said they had Arrogant Bastard, and he got a 22 oz bottle for $4.75.  Hey, that's not fair!!

Next up: the wings.  We were a bit hesitant to order them when the waitress informed us that they are ""seasoned"" but not sauced, so they can't be ordered hot.  We did ask for them crispy though, and the waitress even asked the cooks to throw them back in for a few minutes when they came out not visibly crispy.  These non-traditional wings were actually pretty damn good.  The seasoning was a little spicy and salty with just a hint of sweet.  If I were in the mood for the tang and kick of Frank's Hot Sauce, these wouldn't cut it, but otherwise they were good enough to go back again for.

My entree was the Tilapia salad, and I was a bit disappointed.  The fish was a bit dry and uninspired. And the greens underneath were overdressed and wilted.  I ate the greens around the fish and picked out the almonds and Mandarin oranges, but I had to leave the mush hiding underneath the fish.

It wasn't bad enough to say I wouldn't go back, but I won't be anxiously awaiting my next trip.",went saturday afternoon place incred empti brunch special go includ bloodi mari mimosa mood lunch except bloodi mari tri came high ball size glass boo realli tasti yay hubbi rememb sign outsid restaur week back said arrog bastard got oz bottl hey fair next wing bit hesit order waitress inform us season sauc order hot ask crispi though waitress even ask cook throw back minut came visibl crispi non tradit wing actual pretti damn good season littl spici salti hint sweet mood tang kick frank hot sauc cut otherwis good enough go back entre tilapia salad bit disappoint fish bit dri uninspir green underneath overdress wilt ate green around fish pick almond mandarin orang leav mush hide underneath fish enough say go back anxious await next trip,1
"Been here twice now and wish I could say more. The food is delicious, the set up is really relaxing and service is great. A great place to take an out of town guest. Happy hour menu has these amazing tofu tacos that I highly recommend. My boyfriend had the Pork tacos which he said were also delish. Definitely check this place out!!",twice wish could say food delici set realli relax servic great great place take town guest happi hour menu amaz tofu taco highli recommend boyfriend pork taco said also delish definit check place,0
"I absolutely love this regional park! The only pitfall is the cost of admission.....Seems to me that a park should be free to enter but I understand that there are costs for maintenance as well. Buying an annual park pass makes the most sense if you plan on making repeat visits. Beautiful views of the valley from any trail. All levels of intensity for hiking, biking and the like. Hard to believe the mountain is surrounded by houses because it seems so serene when visiting.",absolut love region park pitfal cost admiss seem park free enter understand cost mainten well buy annual park pass make sens plan make repeat visit beauti view valley trail level intens hike bike like hard believ mountain surround hous seem seren visit,0
This is a great staple of Tempe.  I try to stop by here before spring training and Diamondback games.  If you're looking for a grill dog I would say this is the place to go.,great stapl temp tri stop spring train diamondback game look grill dog would say place go,0
"Most convenient app for any shopping. Platform is user friendly and within a few clicks, I have my items coming my way. Delivery is also affordable and right to your doorstep, within a short time. Have never been disappointed by Shopee.",conveni shop platform user friendli within click come way deliveri also afford right doorstep within short never disappoint,0
Love this headset!,love headset,0
"The Phoenix metro area is definitely not known for authentic Asian cuisine. China Magic Noodle House, however, is the real deal. This place reminds me of the Taiwanese delis that I used to go to in LA, as well as noodle houses that I've frequented in Taipei.

They have a great selection of cold noodle, hot noodle and soup noodle dishes. And, a variety of ways to have your noodles (I typically order the thick noodles or shaved noodles). There's always a veggie on the whiteboard to try and the fried tofu is very tender and tasty with the dipping sauce.

If you're looking for a reasonably priced, ethnically authentic meal in Phoenix (especially the East Valley), China Magic Noodle House should be near the top, if not first, on your list. the only negative that I would have about this place is that there isn't enough choices where chicken is the main protein.",phoenix metro area definit known authent asian cuisin china magic noodl hous howev real deal place remind taiwanes deli use go la well noodl hous frequent taipei great select cold noodl hot noodl soup noodl dish varieti way noodl typic order thick noodl shave noodl alway veggi whiteboard tri fri tofu tender tasti dip sauc look reason price ethnic authent meal phoenix especi east valley china magic noodl hous near top first list neg would place enough choic chicken main protein,0
"It finally opened! The sign has been on the building for at least 3 seasons, maybe more, but the wait was worth it. We needed a breakfast spot in this central area sorely. The order system is like Pei Wei, line up and order at the counter get a number and sit down. Bad news, the wait was long, the good news, the food is great. I guess, I revealed that I'm impatient and want instant gratification. Thank God that they gave me a cup for coffee after we ordered and got our number to pin on the table on those ""Alligator Clips"". Every time I use those things, I flash back to the early 70's using those clips for that last toke that then gave the super munchies.

Coffee, $2.50 a cup for a bottomless cup with plenty of choices and in a to go cup. Atmosphere.....very hip look, open ceilings, nice patio, great colors and great sayings on the wall to remind us of cool sayings to remember while we nosh. Breakfast came pretty quickly considering how many people were in the restaurant . I had a breakfast burrito that was plump and was plenty of food. I just hoped for more....maybe those alligator clips reminded me of the munchies of the 70's. Sandra had a cinnamon roll and although I thought it could have been bigger....she enjoyed and said ""It was fine and filling"".

Saw several friends there, all overweight and they said the portions were very satisfying. 

This is stupid but I love it. The Dyson hand dryers in the bathroom. They are the best. I'll be back for more and they can earn that fifth star I'm sure.",final open sign build least season mayb wait worth need breakfast spot central area sore order system like pei wei line order counter get number sit news wait long good news food great guess reveal impati want instant gratif thank god gave cup coffe order got number pin tabl allig clip everi thing flash back earli use clip last toke gave super munchi coffe cup bottomless cup plenti choic go cup atmospher hip look open ceil nice patio great color great say wall remind us cool say rememb nosh breakfast came pretti quickli consid mani peopl restaur breakfast burrito plump plenti food hope mayb allig clip remind munchi sandra cinnamon roll although thought could bigger enjoy said fine fill saw sever friend overweight said portion satisfi stupid love dyson hand dryer bathroom best back earn fifth star sure,0
"Previously I feedback about the organisation of purchased voucher, recent updates make it worst. Many vouchers are found under ""Completed"". which doesn't make sense. Pls organise by ""Seller"" & Date of Expiry or let users ""Favourite"" the selected voucher. Multiple purchases a ""Seller"" are so scattered, pls make it user friendly ""find"" a voucher. Currently, I had go between ""To Receive"" & ""Complete"" and at times I had search a 2nd time after I tapped at the desired voucher. Another annoying feature, the voucher list keeps refreshing (which is unnecessary) during redemption, a manual refresh is suffice since I wun be purchasing when I'm redeeming.",previous feedback organis purchas voucher recent updat make worst mani voucher found complet make sens pl organis date expiri let user favourit select voucher multipl purchas scatter pl make user friendli find voucher current go receiv complet time search nd tap desir voucher anoth annoy featur voucher list keep refresh unnecessari redempt manual refresh suffic sinc wun purchas redeem,1
"very interesting device, but having to touch button is a pain sometimes.if that would bother you, then go with Echo.",interest touch button pain sometim would bother go echo,1
I transfered $106 to my shopeepay wallet. But it still has not been credited inside my wallet! Horrible,transfer shopeepay wallet still credit insid wallet horribl,1
Some sort of error cant add item to cart n when open cart keep saying got error...oredi uninstall n reinstall..still cannot.,sort error cant add cart n open cart keep say got error oredi uninstal n reinstal still cannot,1
A lot of websites have been rating this a very good phone and so do I.,lot websit rate good phone,0
"I was so happy to see another station in the neighborhood.  I went in to fill up as I usually do at any station unaware that I was paying TEN CENTS MORE PER GALLON (than Circle K)  because I wasn't paying cash or using a Shell credit card.  Yes, there are signs on the pump but, really, who would think to look for such a requirement?  I've been buying gas for over 40'years and have never seen such a non-cash penalty.  I, and my children, their spouses and our friends will not be getting gas there ever again.  How disappointing and dishonest.",happi see anoth station neighborhood went fill usual station unawar pay ten cent per gallon circl k pay cash use shell credit card ye sign pump realli would think look requir buy ga year never seen non cash penalti children spous friend get ga ever disappoint dishonest,1
"The app is so so. There is no place for us to do feedback on the delivery service. Never ever use Shopee Express delivery. Their delivery people just dump your items outside your house, subject to risk of being stolen, when the customer is actually at home!! There is no instruction to say, do not disturb and the doorbell is right there. I am very irritated as this happens only when it's Shopee Express Delivery service.",place us feedback deliveri servic never ever express deliveri deliveri peopl dump outsid hous subject risk stolen custom actual home instruct say disturb doorbel right irrit happen express deliveri servic,1
"Hula's seems pretty hyped.

I had drinks here that were OK.

I had food here that was OK.

I'll try it again and get an entree, but I'll not likely go out of my way to make it here.",hula seem pretti hype drink ok food ok tri get entre like go way make,0
"Worst ever platform. Seller never sent the product, admitted to it and asked to seek refund. Put up a refund request months ago and till now after speaking to 20 over agents, they have been pushing responsibility from one dept to another. Finally promised to refund but it never came. And when enquire, they ask to prove that the refund wasn't given. Never have this problem with any other platform. Latest is they asked for bank statements. And after that my bank account no. %#%!*!",worst ever platform never sent product admit ask seek refund put refund request month ago till speak agent push respons dept anoth final promis refund never came enquir ask prove refund given never problem platform latest ask bank statement bank account,1
Open the app and the screen starts flickering - unusable,open screen start flicker unus,0
I highly reccomend this place. They helped my girlfriend and I figure out our taxes and deductions so that we could get the max refund. We both had been doing our taxes online and missing out on hundreds in deductions. Ill never use another online service to do my taxes again as long as these guys are here.,highli reccomend place help girlfriend figur tax deduct could get max refund tax onlin miss hundr deduct ill never anoth onlin servic tax long guy,1
"Are you one who likes the smell of a brand new car? How about the smell, or in this case, lack of smell, of a brand new gym? Now, for a limited time, a completely unsullied 24 Hour Fitness, at the MetroCenter, of all places.

At its current new state (it's been open for a week), this 24 Hour is in much better condition than the one on Camelback. No surprise there - everything inside here is brand spanking new.

The details:

* In contrast to other 24 Hours in the Valley, this one actually will remain open 24/7 (versus closing at night on the weekends). The guy at the front desk said this is due to how this location is zoned vs the other ones.

* The cardio area is equipped with 11 flatscreen TVs hanging from the ceiling, with one even tuned into soccer-centric GolTV (which means one less tuned to all those talking heads on brainless cable news stations - bonus). 

* The adjoining weight area is larger than the Camelback location and currently has all its dumbbells in place on the correct shelves, and all its weight machines are working. No new types of machines, though (this is a 24 Hour Fitness after all) but still all the standards, plus four flat benches and four incline benches.   

* Full basketball court (which could also be split into two half-sized courts). Camelback lacks this.

* Large stretch/ab area which also includes some contraption straight out of Tron/Blade Runner. I stood there and looked at all the diagrams, acknowledged that it must be useful, and walked away.

* Standard group X classroom, childcare

* A spotless pool area. If you've been to many 24 Hour Fitness, you'll know that this is a hugely appreciated factor. I anticipate it's not going to remain spotless for long, but doing laps in a crystal clear pool was awesome. No dankness here (yet). 

* Spotless lockerroom with wood-paneled lockers and branded Dial Ultimate Clean hair & body wash. I'm assuming the women's lockerroom has their own corporate soap sponsor (I find all this a little odd, but go figure).  But beyond soap, there's some contraption called SuitMate which is like a salad spinner for your swim trunks. Just throw your trunks inside it, press down, and in 30 seconds your trunks are water-free. How awesome is that?

* Is going here after work safe for your car, you ask? Well, when I left the gym two hours later at around 9:45 pm, my car was still there in the parking lot, untouched. Seems like the MetroCenter is full of surprises.

* All in all, a great gym that I'm sure will be a welcome addition to the area. However, it still rates 4 stars since:

A) Although all the equipment is brand new and the latest edition of everything, there is fitness equipment at other gym chains that this one is lacking. 

B) I'm anticipating what the gym will be like in 6 months. If it manages to stay as clean as it is now by that time, maybe a 5th star will be in order.",like smell brand new car smell case lack smell brand new gym limit complet unsulli hour fit metrocent place current new state open week hour much better condit camelback surpris everyth insid brand spank new detail contrast hour valley actual remain open versu close night weekend guy front desk said due locat zone vs one cardio area equip flatscreen tv hang ceil even tune soccer centric goltv mean less tune talk head brainless cabl news station bonu adjoin weight area larger camelback locat current dumbbel place correct shelv weight machin work new type machin though hour fit still standard plu four flat bench four inclin bench full basketbal court could also split two half size court camelback lack larg stretch ab area also includ contrapt straight tron blade runner stood look diagram acknowledg must use walk away standard group x classroom childcar spotless pool area mani hour fit know huge appreci factor anticip go remain spotless long lap crystal clear pool awesom dank yet spotless lockerroom wood panel locker brand dial ultim clean hair bodi wash assum women lockerroom corpor soap sponsor find littl odd go figur beyond soap contrapt call suitmat like salad spinner swim trunk throw trunk insid press second trunk water free awesom go work safe car ask well left gym two hour later around pm car still park lot untouch seem like metrocent full surpris great gym sure welcom addit area howev still rate star sinc although equip brand new latest edit everyth fit equip gym chain lack b anticip gym like month manag stay clean mayb th star order,0
"I have only had it for a few weeks, but so far, so good.",week far good,0
"This wendy's is terrible. I grew up going to Wendy's but recently the whole chain has become disgusting. This one is just a slow, disgusting chain. Blah, rather eat pretty much any where else.",wendi terribl grew go wendi recent whole chain becom disgust slow disgust chain blah rather eat pretti much els,1
"We were in Phoenix just yesterday and stopped by Roberto's for a third time. We've yet to be disappointed!  My husband loves the breakfast burritos, which he gets with one of the soft sided (el pastor) tacos.  Being no fool, I go straight for the el pastor chimi (solo, not the platter)!  It's a good thing we don't live any closer, we'd be weekly regulars and I don't think I could swim that many laps to make up for it!  On our first trip I had the chicken chimi, and could not believe how tender the meat was, absolutely delicious. Then I discovered the el pastor...au revoir chicken (as good as it was!).  I don't know what kind of marinate they use, but we love the flavor and tenderness it brings to the pork. Yes it's in a gas station, but we've always found it to be clean and the food is always fresh.  We arrived around 11:30 yesterday and got there just in time to beat a steady stream of regulars stopping in for lunch.",phoenix yesterday stop roberto third yet disappoint husband love breakfast burrito get soft side el pastor taco fool go straight el pastor chimi solo platter good live closer weekli regular think could swim mani lap make first trip chicken chimi could believ tender meat absolut delici discov el pastor au revoir chicken good know kind marin love flavor tender bring pork ye ga station alway found clean food alway fresh arriv around yesterday got beat steadi stream regular stop lunch,0
"I learned of this company through a living social deal. I emailed them to set up an appointment. The earliest available date was a month later, I went ahead and scheduled the appointment in spite of the wait time. One month went by,  on the scheduled day of cleaning in which I was told they would arrive between 12 and 1... NO ONE shows up. I wait, at 3:30 I email asking why was this scheduled appointment not kept?... I've yet to get a response or an explanation.

There are many cleaning companies out there, my suggestion - try a different one than Maid 4 it all.",learn compani live social deal email set appoint earliest avail date month later went ahead schedul appoint spite wait month went schedul day clean told would arriv show wait email ask schedul appoint kept yet get respons explan mani clean compani suggest tri differ maid,1
"The seller is very understanding and patient, I would definitely buy from them again.",understand patient would definit buy,0
"How very disappointing!  Nello's had a delightful menu with an array of salads, pizzas and sandwiches. Not Jac's. If the new restaurant wants to be a ""pub"", it should have a wider variety of selections. The menu was sad.

Due to dietary restrictions, I asked for a plain garden salad. Lettuce, tomatoes and onions. And it wasn't very fresh either. Sad.

Guess we'll be driving up north to Pima Crossing to visit Nello's.",disappoint nello delight menu array salad pizza sandwich jac new restaur want pub wider varieti select menu sad due dietari restrict ask plain garden salad lettuc tomato onion fresh either sad guess drive north pima cross visit nello,1
So far so good to me as item received correct till now of the item I received & price also cheaper.,far good receiv correct till receiv price also cheaper,0
Easy to use. Intuitive.,easi intuit,0
I exchanged the sony ericson z500a for this and I'm pretty happy with that decision.,exchang soni ericson z pretti happi decis,0
"FANTASTIC little lunch/brunch spot! Went here with the family while visiting Scottsdale and really enjoyed it! 

We had the Tuna Melt, which was delicious with their spiked cottage cheese! 
The cranberry chicken salad made into a sandwich was DELICIOUS! 

The omelets and scrambles looks great - I didn't taste, but then again, there was nothing left on the plate! LOL 

Smaller place so could be busy during peak hours, may call or try and hit an off time. Service was ok, wasn't anything special but the food was really cute and made for a really cute little lunch spot!",fantast littl lunch brunch spot went famili visit scottsdal realli enjoy tuna melt delici spike cottag chees cranberri chicken salad made sandwich delici omelet scrambl look great tast noth left plate lol smaller place could busi peak hour may call tri hit servic ok anyth special food realli cute made realli cute littl lunch spot,0
Great experience. Shopee is still great for online shopping.,great experi still great onlin shop,0
"It's just like pizza bianco without the wait. This pizza is a 9.9999 and bianco is a 10. This place has a much larger menu and their deserts are to die for. 

If bianco has more then a 30 min wait just drive and or walk here.",like pizza bianco without wait pizza bianco place much larger menu desert die bianco min wait drive walk,1
The heck? Tried login after the update but my acc is totally empty. Cant see my purchases and all histories. Tried uninstalling and reinstall it back. Totally nothing! Like as if I just opened a new acc!,heck tri login updat acc total empti cant see purchas histori tri uninstal reinstal back total noth like open new acc,1
"it was so helpful to everyone to buy things and other stuff to make it simple,easy and less effort of time.",help everyon buy thing stuff make simpl easi less effort,0
Change the bloody ad with the awful singer with the nasally voice. Makes my ears hurt everytime I'm forced to sit through it....,chang bloodi ad aw singer nasal voic make ear hurt everytim forc sit,1
"I love Greek food. I have no idea when I became so enamored with Greek cuisine but I am glad I did. I end up craving it at least once or twice a week so when I met the fiance for lunch today near his office I mentioned aforementioned craving and he led us here to Cyprus Grill.

The place was pleasantly busy but not overcrowded. We ordered at the counter and out food came out pretty quickly. We tried the gyro pita as well as the gyro plate. We cleared our plates in no time so I guess that means the food was good, right? 

The gyro meat was tasty, moist and flavorful. The rice was delicious and the tzatziki sauce was refreshing. We decided that we'd be going back for future lunch dates whenever possible. Besides, you can't have too many go to Greek spots in my opinion so this one's definitely going in our books. Done and Done.",love greek food idea becam enamor greek cuisin glad end crave least twice week met fianc lunch today near offic mention aforement crave led us cypru grill place pleasantli busi overcrowd order counter food came pretti quickli tri gyro pita well gyro plate clear plate guess mean food good right gyro meat tasti moist flavor rice delici tzatziki sauc refresh decid go back futur lunch date whenev possibl besid mani go greek spot opinion definit go book done done,0
"So far so good, when good not delivered payment does returned promptly. This time got some part of the goods shattered. Is going to wait for refund. Let's see whether they will refund. Does able to purchase some goods at a good price.",far good good deliv payment return promptli got part good shatter go wait refund let see whether refund abl purchas good good price,0
Very Disappointed. Full of Scam Sellers ( bought a laptop table from local seller.Sent with missing parts and refused to replace the missing parts.Even sending the seller the pictures of prove that there are 2 missing parts. Well Change to other platform to shop and Stop Buying From Shopee.,disappoint full scam bought laptop tabl local sent miss part refus replac miss part even send pictur prove miss part well chang platform shop stop buy,1
"After this review, you sent me a email to fill a form. And when clock on the link. There is no form! Now when I open the app it kept asking me go home page and keep reloading itself!",review sent email fill form clock link form open kept ask go home page keep reload,1
"I have lived all over the US, and I have experienced extreme lows and highs with dentists, but this dental group is by far my favorite I have ever been a patient of. I can't say enough good about them, so I won't ramble.... Just love them.",live us experienc extrem low high dentist dental group far favorit ever patient say enough good rambl love,1
"User unfriendly. Always lags. Especially when typing during rating, followed by app stopped. Device's Back button sometimes not working; need to use app's Back button. The app is VERY unresponsive. Happening for a long time already despite multiple updates. Lazada better. Now vouchers are limited to ShopeePay only, which forces user to ShopeePay. Charge $1 admin fee (that's 100 shopee coins) if topped up with credit/debit cards. ABSOLUTELY contradicting. Creating more gates to charge more.",user unfriendli alway lag especi type rate follow stop back button sometim work need back button unrespons happen long alreadi despit multipl updat lazada better voucher limit shopeepay forc user shopeepay charg admin fee coin top credit debit card absolut contradict creat gate charg,1
